a_Sentence_Type	b_Sentence	c_GenderN1	d_NumN1	e_GenderN2	f_NumN2	g_GenderN3	h_NumN3	i_NumFraseOrigine	m_New_word	i_Verb1	j_Verb2	k_Element_changed	l_Old_word	n_Violation_Type	p_number	q_condition
embedding_mental_SR	le ragazze dicono che le studentesse ama i padri	feminine	plural	feminine	plural			202	ama	dice	ama	V2	amano	num_violation	296	PP
embedding_mental_SR	le sorelle dicono che le contadine ama l' amico	feminine	plural	feminine	plural			216	ama	dice	ama	V2	amano	num_violation	297	PP
embedding_mental_SR	le studentesse dicono che le bambine ama l' attrice	feminine	plural	feminine	plural			234	ama	dice	ama	V2	amano	num_violation	298	PP
embedding_mental_SR	le amiche dicono che i padri ama le ragazze	feminine	plural	masculine	plural			520	ama	dice	ama	V2	amano	num_violation	299	PP
embedding_mental_SR	le attrici dicono che i ragazzi ama le contadine	feminine	plural	masculine	plural			550	ama	dice	ama	V2	amano	num_violation	300	PP
embedding_mental_SR	le figlie dicono che gli uomini ama i ragazzi	feminine	plural	masculine	plural			639	ama	dice	ama	V2	amano	num_violation	301	PP
embedding_mental_SR	gli amici dicono che le figlie ama lo studente	masculine	plural	feminine	plural			2009	ama	dice	ama	V2	amano	num_violation	302	PP
embedding_mental_SR	gli amici dicono che le madri ama lo studente	masculine	plural	feminine	plural			2010	ama	dice	ama	V2	amano	num_violation	303	PP
embedding_mental_SR	gli uomini dicono che le bambine ama le studentesse	masculine	plural	feminine	plural			2088	ama	dice	ama	V2	amano	num_violation	304	PP
embedding_mental_SR	gli uomini dicono che le madri ama le amiche	masculine	plural	feminine	plural			2091	ama	dice	ama	V2	amano	num_violation	305	PP
embedding_mental_SR	i bambini dicono che le amiche ama la madre	masculine	plural	feminine	plural			2112	ama	dice	ama	V2	amano	num_violation	306	PP
embedding_mental_SR	i contadini dicono che le figlie ama le donne	masculine	plural	feminine	plural			2149	ama	dice	ama	V2	amano	num_violation	307	PP
embedding_mental_SR	i fratelli dicono che le figlie ama le donne	masculine	plural	feminine	plural			2195	ama	dice	ama	V2	amano	num_violation	308	PP
embedding_mental_SR	i padri dicono che le studentesse ama l' uomo	masculine	plural	feminine	plural			2215	ama	dice	ama	V2	amano	num_violation	309	PP
embedding_mental_SR	gli attori dicono che gli studenti ama il figlio	masculine	plural	masculine	plural			2532	ama	dice	ama	V2	amano	num_violation	310	PP
embedding_mental_SR	gli attori dicono che i padri ama il fratello	masculine	plural	masculine	plural			2537	ama	dice	ama	V2	amano	num_violation	311	PP
embedding_mental_SR	gli studenti dicono che gli attori ama le sorelle	masculine	plural	masculine	plural			2563	ama	dice	ama	V2	amano	num_violation	312	PP
embedding_mental_SR	gli uomini dicono che i fratelli ama i padri	masculine	plural	masculine	plural			2586	ama	dice	ama	V2	amano	num_violation	313	PP
embedding_mental_SR	i bambini dicono che i padri ama i ragazzi	masculine	plural	masculine	plural			2607	ama	dice	ama	V2	amano	num_violation	314	PP
embedding_mental_SR	i bambini dicono che i ragazzi ama gli attori	masculine	plural	masculine	plural			2609	ama	dice	ama	V2	amano	num_violation	315	PP
embedding_mental_SR	i figli dicono che i padri ama il fratello	masculine	plural	masculine	plural			2660	ama	dice	ama	V2	amano	num_violation	316	PP
embedding_mental_SR	i ragazzi dicono che gli uomini ama gli amici	masculine	plural	masculine	plural			2732	ama	dice	ama	V2	amano	num_violation	317	PP
embedding_mental_SR	i ragazzi dicono che i padri ama gli uomini	masculine	plural	masculine	plural			2739	ama	dice	ama	V2	amano	num_violation	318	PP
embedding_mental_SR	le amiche dichiarano che le contadine ama il fratello	feminine	plural	feminine	plural			2	ama	dichiara	ama	V2	amano	num_violation	319	PP
embedding_mental_SR	le bambine dichiarano che le donne ama le sorelle	feminine	plural	feminine	plural			54	ama	dichiara	ama	V2	amano	num_violation	320	PP
embedding_mental_SR	le bambine dichiarano che le sorelle ama gli amici	feminine	plural	feminine	plural			57	ama	dichiara	ama	V2	amano	num_violation	321	PP
embedding_mental_SR	le donne dichiarano che le sorelle ama le ragazze	feminine	plural	feminine	plural			100	ama	dichiara	ama	V2	amano	num_violation	322	PP
embedding_mental_SR	le amiche dichiarano che gli studenti ama il fratello	feminine	plural	masculine	plural			502	ama	dichiara	ama	V2	amano	num_violation	323	PP
embedding_mental_SR	le amiche dichiarano che i fratelli ama le studentesse	feminine	plural	masculine	plural			509	ama	dichiara	ama	V2	amano	num_violation	324	PP
embedding_mental_SR	le contadine dichiarano che gli amici ama i padri	feminine	plural	masculine	plural			583	ama	dichiara	ama	V2	amano	num_violation	325	PP
embedding_mental_SR	le contadine dichiarano che i bambini ama le studentesse	feminine	plural	masculine	plural			587	ama	dichiara	ama	V2	amano	num_violation	326	PP
embedding_mental_SR	le contadine dichiarano che i fratelli ama gli amici	feminine	plural	masculine	plural			590	ama	dichiara	ama	V2	amano	num_violation	327	PP
embedding_mental_SR	le figlie dichiarano che gli uomini ama le bambine	feminine	plural	masculine	plural			634	ama	dichiara	ama	V2	amano	num_violation	328	PP
embedding_mental_SR	gli studenti dichiarano che le ragazze ama il fratello	masculine	plural	feminine	plural			2055	ama	dichiara	ama	V2	amano	num_violation	329	PP
embedding_mental_SR	gli uomini dichiarano che le attrici ama gli amici	masculine	plural	feminine	plural			2074	ama	dichiara	ama	V2	amano	num_violation	330	PP
embedding_mental_SR	i bambini dichiarano che le contadine ama le sorelle	masculine	plural	feminine	plural			2104	ama	dichiara	ama	V2	amano	num_violation	331	PP
embedding_mental_SR	i bambini dichiarano che le ragazze ama le amiche	masculine	plural	feminine	plural			2107	ama	dichiara	ama	V2	amano	num_violation	332	PP
embedding_mental_SR	i bambini dichiarano che le sorelle ama i ragazzi	masculine	plural	feminine	plural			2110	ama	dichiara	ama	V2	amano	num_violation	333	PP
embedding_mental_SR	i contadini dichiarano che le madri ama l' uomo	masculine	plural	feminine	plural			2136	ama	dichiara	ama	V2	amano	num_violation	334	PP
embedding_mental_SR	i contadini dichiarano che le sorelle ama gli attori	masculine	plural	feminine	plural			2140	ama	dichiara	ama	V2	amano	num_violation	335	PP
embedding_mental_SR	i figli dichiarano che le ragazze ama le contadine	masculine	plural	feminine	plural			2174	ama	dichiara	ama	V2	amano	num_violation	336	PP
embedding_mental_SR	i ragazzi dichiarano che le contadine ama la sorella	masculine	plural	feminine	plural			2233	ama	dichiara	ama	V2	amano	num_violation	337	PP
embedding_mental_SR	i ragazzi dichiarano che le donne ama i figli	masculine	plural	feminine	plural			2236	ama	dichiara	ama	V2	amano	num_violation	338	PP
embedding_mental_SR	gli amici dichiarano che i contadini ama i padri	masculine	plural	masculine	plural			2503	ama	dichiara	ama	V2	amano	num_violation	339	PP
embedding_mental_SR	gli uomini dichiarano che i padri ama i figli	masculine	plural	masculine	plural			2580	ama	dichiara	ama	V2	amano	num_violation	340	PP
embedding_mental_SR	i bambini dichiarano che i ragazzi ama gli amici	masculine	plural	masculine	plural			2599	ama	dichiara	ama	V2	amano	num_violation	341	PP
embedding_mental_SR	i contadini dichiarano che i padri ama la ragazza	masculine	plural	masculine	plural			2624	ama	dichiara	ama	V2	amano	num_violation	342	PP
embedding_mental_SR	i fratelli dichiarano che i bambini ama le attrici	masculine	plural	masculine	plural			2671	ama	dichiara	ama	V2	amano	num_violation	343	PP
embedding_mental_SR	le amiche ricordano che le madri ama il padre	feminine	plural	feminine	plural			20	ama	ricorda	ama	V2	amano	num_violation	344	PP
embedding_mental_SR	le amiche ricordano che le ragazze ama la contadina	feminine	plural	feminine	plural			22	ama	ricorda	ama	V2	amano	num_violation	345	PP
embedding_mental_SR	le bambine ricordano che le studentesse ama l' amico	feminine	plural	feminine	plural			71	ama	ricorda	ama	V2	amano	num_violation	346	PP
embedding_mental_SR	le contadine ricordano che le bambine ama l' attrice	feminine	plural	feminine	plural			86	ama	ricorda	ama	V2	amano	num_violation	347	PP
embedding_mental_SR	le ragazze ricordano che le sorelle ama gli attori	feminine	plural	feminine	plural			210	ama	ricorda	ama	V2	amano	num_violation	348	PP
embedding_mental_SR	le studentesse ricordano che le figlie ama gli uomini	feminine	plural	feminine	plural			246	ama	ricorda	ama	V2	amano	num_violation	349	PP
embedding_mental_SR	le attrici ricordano che i ragazzi ama gli amici	feminine	plural	masculine	plural			556	ama	ricorda	ama	V2	amano	num_violation	350	PP
embedding_mental_SR	le bambine ricordano che gli attori ama le figlie	feminine	plural	masculine	plural			572	ama	ricorda	ama	V2	amano	num_violation	351	PP
embedding_mental_SR	gli attori ricordano che le bambine ama gli amici	masculine	plural	feminine	plural			2042	ama	ricorda	ama	V2	amano	num_violation	352	PP
embedding_mental_SR	i fratelli ricordano che le donne ama l' attrice	masculine	plural	feminine	plural			2201	ama	ricorda	ama	V2	amano	num_violation	353	PP
embedding_mental_SR	i ragazzi ricordano che le attrici ama le amiche	masculine	plural	feminine	plural			2246	ama	ricorda	ama	V2	amano	num_violation	354	PP
embedding_mental_SR	gli uomini ricordano che i contadini ama l' attrice	masculine	plural	masculine	plural			2590	ama	ricorda	ama	V2	amano	num_violation	355	PP
embedding_mental_SR	i bambini ricordano che i fratelli ama il figlio	masculine	plural	masculine	plural			2615	ama	ricorda	ama	V2	amano	num_violation	356	PP
embedding_mental_SR	i padri ricordano che gli uomini ama la madre	masculine	plural	masculine	plural			2709	ama	ricorda	ama	V2	amano	num_violation	357	PP
embedding_mental_SR	i padri ricordano che i contadini ama la madre	masculine	plural	masculine	plural			2711	ama	ricorda	ama	V2	amano	num_violation	358	PP
embedding_mental_SR	i padri ricordano che i fratelli ama le donne	masculine	plural	masculine	plural			2713	ama	ricorda	ama	V2	amano	num_violation	359	PP
embedding_mental_SR	la contadina dice che l' attrice amano il fratello	feminine	singular	feminine	singular			1337	amano	dicono	amano	V2	ama	num_violation	360	SS
embedding_mental_SR	la figlia dice che la contadina amano le attrici	feminine	singular	feminine	singular			1377	amano	dicono	amano	V2	ama	num_violation	361	SS
embedding_mental_SR	la madre dice che l' amica amano le contadine	feminine	singular	feminine	singular			1398	amano	dicono	amano	V2	ama	num_violation	362	SS
embedding_mental_SR	l' amica dice che il bambino amano le figlie	feminine	singular	masculine	singular			1751	amano	dicono	amano	V2	ama	num_violation	363	SS
embedding_mental_SR	l' amica dice che il figlio amano le studentesse	feminine	singular	masculine	singular			1753	amano	dicono	amano	V2	ama	num_violation	364	SS
embedding_mental_SR	l' attrice dice che il bambino amano i padri	feminine	singular	masculine	singular			1782	amano	dicono	amano	V2	ama	num_violation	365	SS
embedding_mental_SR	l' attrice dice che lo studente amano il contadino	feminine	singular	masculine	singular			1791	amano	dicono	amano	V2	ama	num_violation	366	SS
embedding_mental_SR	la bambina dice che il contadino amano le attrici	feminine	singular	masculine	singular			1803	amano	dicono	amano	V2	ama	num_violation	367	SS
embedding_mental_SR	la bambina dice che il ragazzo amano l' attore	feminine	singular	masculine	singular			1807	amano	dicono	amano	V2	ama	num_violation	368	SS
embedding_mental_SR	la studentessa dice che il ragazzo amano il padre	feminine	singular	masculine	singular			1977	amano	dicono	amano	V2	ama	num_violation	369	SS
embedding_mental_SR	il padre dice che la sorella amano le attrici	masculine	singular	feminine	singular			3345	amano	dicono	amano	V2	ama	num_violation	370	SS
embedding_mental_SR	il ragazzo dice che l' attrice amano la studentessa	masculine	singular	feminine	singular			3377	amano	dicono	amano	V2	ama	num_violation	371	SS
embedding_mental_SR	l' attore dice che la studentessa amano le contadine	masculine	singular	feminine	singular			3437	amano	dicono	amano	V2	ama	num_violation	372	SS
embedding_mental_SR	il bambino dice che il contadino amano gli uomini	masculine	singular	masculine	singular			3751	amano	dicono	amano	V2	ama	num_violation	373	SS
embedding_mental_SR	il bambino dice che il contadino amano le ragazze	masculine	singular	masculine	singular			3752	amano	dicono	amano	V2	ama	num_violation	374	SS
embedding_mental_SR	il contadino dice che l' uomo amano le madri	masculine	singular	masculine	singular			3785	amano	dicono	amano	V2	ama	num_violation	375	SS
embedding_mental_SR	il contadino dice che lo studente amano la sorella	masculine	singular	masculine	singular			3786	amano	dicono	amano	V2	ama	num_violation	376	SS
embedding_mental_SR	il figlio dice che il contadino amano la ragazza	masculine	singular	masculine	singular			3815	amano	dicono	amano	V2	ama	num_violation	377	SS
embedding_mental_SR	il padre dice che lo studente amano le amiche	masculine	singular	masculine	singular			3874	amano	dicono	amano	V2	ama	num_violation	378	SS
embedding_mental_SR	l' amico dice che l' attore amano i bambini	masculine	singular	masculine	singular			3914	amano	dicono	amano	V2	ama	num_violation	379	SS
embedding_mental_SR	l' amica dichiara che la bambina amano gli attori	feminine	singular	feminine	singular			1262	amano	dichiarano	amano	V2	ama	num_violation	380	SS
embedding_mental_SR	la bambina dichiara che la figlia amano l' amica	feminine	singular	feminine	singular			1322	amano	dichiarano	amano	V2	ama	num_violation	381	SS
embedding_mental_SR	la contadina dichiara che la donna amano la studentessa	feminine	singular	feminine	singular			1345	amano	dichiarano	amano	V2	ama	num_violation	382	SS
embedding_mental_SR	la figlia dichiara che la ragazza amano l' amico	feminine	singular	feminine	singular			1386	amano	dichiarano	amano	V2	ama	num_violation	383	SS
embedding_mental_SR	la ragazza dichiara che la figlia amano l' amica	feminine	singular	feminine	singular			1439	amano	dichiarano	amano	V2	ama	num_violation	384	SS
embedding_mental_SR	la sorella dichiara che la donna amano il contadino	feminine	singular	feminine	singular			1464	amano	dichiarano	amano	V2	ama	num_violation	385	SS
embedding_mental_SR	l' amica dichiara che il fratello amano le figlie	feminine	singular	masculine	singular			1763	amano	dichiarano	amano	V2	ama	num_violation	386	SS
embedding_mental_SR	la bambina dichiara che il figlio amano l' attrice	feminine	singular	masculine	singular			1814	amano	dichiarano	amano	V2	ama	num_violation	387	SS
embedding_mental_SR	la contadina dichiara che l' attore amano il fratello	feminine	singular	masculine	singular			1836	amano	dichiarano	amano	V2	ama	num_violation	388	SS
embedding_mental_SR	la madre dichiara che il contadino amano le ragazze	feminine	singular	masculine	singular			1911	amano	dichiarano	amano	V2	ama	num_violation	389	SS
embedding_mental_SR	la madre dichiara che il ragazzo amano l' attrice	feminine	singular	masculine	singular			1915	amano	dichiarano	amano	V2	ama	num_violation	390	SS
embedding_mental_SR	la studentessa dichiara che il fratello amano la figlia	feminine	singular	masculine	singular			1983	amano	dichiarano	amano	V2	ama	num_violation	391	SS
embedding_mental_SR	il contadino dichiara che la ragazza amano gli amici	masculine	singular	feminine	singular			3284	amano	dichiarano	amano	V2	ama	num_violation	392	SS
embedding_mental_SR	il figlio dichiara che la bambina amano le donne	masculine	singular	feminine	singular			3295	amano	dichiarano	amano	V2	ama	num_violation	393	SS
embedding_mental_SR	il fratello dichiara che la bambina amano le donne	masculine	singular	feminine	singular			3320	amano	dichiarano	amano	V2	ama	num_violation	394	SS
embedding_mental_SR	il fratello dichiara che la contadina amano i padri	masculine	singular	feminine	singular			3325	amano	dichiarano	amano	V2	ama	num_violation	395	SS
embedding_mental_SR	il padre dichiara che la sorella amano l' amico	masculine	singular	feminine	singular			3355	amano	dichiarano	amano	V2	ama	num_violation	396	SS
embedding_mental_SR	il padre dichiara che la sorella amano la madre	masculine	singular	feminine	singular			3356	amano	dichiarano	amano	V2	ama	num_violation	397	SS
embedding_mental_SR	il padre dichiara che la studentessa amano la figlia	masculine	singular	feminine	singular			3360	amano	dichiarano	amano	V2	ama	num_violation	398	SS
embedding_mental_SR	il ragazzo dichiara che la contadina amano l' attore	masculine	singular	feminine	singular			3386	amano	dichiarano	amano	V2	ama	num_violation	399	SS
embedding_mental_SR	l' amico dichiara che la madre amano i ragazzi	masculine	singular	feminine	singular			3416	amano	dichiarano	amano	V2	ama	num_violation	400	SS
embedding_mental_SR	lo studente dichiara che l' attrice amano l' amico	masculine	singular	feminine	singular			3483	amano	dichiarano	amano	V2	ama	num_violation	401	SS
embedding_mental_SR	lo studente dichiara che la sorella amano il contadino	masculine	singular	feminine	singular			3490	amano	dichiarano	amano	V2	ama	num_violation	402	SS
embedding_mental_SR	il contadino dichiara che lo studente amano la sorella	masculine	singular	masculine	singular			3797	amano	dichiarano	amano	V2	ama	num_violation	403	SS
embedding_mental_SR	il figlio dichiara che il padre amano la studentessa	masculine	singular	masculine	singular			3828	amano	dichiarano	amano	V2	ama	num_violation	404	SS
embedding_mental_SR	il figlio dichiara che l' amico amano le ragazze	masculine	singular	masculine	singular			3833	amano	dichiarano	amano	V2	ama	num_violation	405	SS
embedding_mental_SR	l' attore dichiara che il figlio amano l' amica	masculine	singular	masculine	singular			3941	amano	dichiarano	amano	V2	ama	num_violation	406	SS
embedding_mental_SR	l' attore dichiara che il ragazzo amano gli amici	masculine	singular	masculine	singular			3946	amano	dichiarano	amano	V2	ama	num_violation	407	SS
embedding_mental_SR	l' amica ricorda che l' attrice amano la contadina	feminine	singular	feminine	singular			1274	amano	ricordano	amano	V2	ama	num_violation	408	SS
embedding_mental_SR	la figlia ricorda che l' attrice amano la ragazza	feminine	singular	feminine	singular			1389	amano	ricordano	amano	V2	ama	num_violation	409	SS
embedding_mental_SR	la ragazza ricorda che la contadina amano gli attori	feminine	singular	feminine	singular			1444	amano	ricordano	amano	V2	ama	num_violation	410	SS
embedding_mental_SR	la ragazza ricorda che la studentessa amano gli uomini	feminine	singular	feminine	singular			1449	amano	ricordano	amano	V2	ama	num_violation	411	SS
embedding_mental_SR	la sorella ricorda che la bambina amano le attrici	feminine	singular	feminine	singular			1469	amano	ricordano	amano	V2	ama	num_violation	412	SS
embedding_mental_SR	la studentessa ricorda che la figlia amano il bambino	feminine	singular	feminine	singular			1498	amano	ricordano	amano	V2	ama	num_violation	413	SS
embedding_mental_SR	la studentessa ricorda che la sorella amano il figlio	feminine	singular	feminine	singular			1499	amano	ricordano	amano	V2	ama	num_violation	414	SS
embedding_mental_SR	l' amica ricorda che il contadino amano le figlie	feminine	singular	masculine	singular			1772	amano	ricordano	amano	V2	ama	num_violation	415	SS
embedding_mental_SR	l' amica ricorda che il padre amano i bambini	feminine	singular	masculine	singular			1775	amano	ricordano	amano	V2	ama	num_violation	416	SS
embedding_mental_SR	la figlia ricorda che il fratello amano la donna	feminine	singular	masculine	singular			1894	amano	ricordano	amano	V2	ama	num_violation	417	SS
embedding_mental_SR	la ragazza ricorda che lo studente amano gli uomini	feminine	singular	masculine	singular			1946	amano	ricordano	amano	V2	ama	num_violation	418	SS
embedding_mental_SR	la sorella ricorda che il padre amano i fratelli	feminine	singular	masculine	singular			1963	amano	ricordano	amano	V2	ama	num_violation	419	SS
embedding_mental_SR	la sorella ricorda che l' amico amano i bambini	feminine	singular	masculine	singular			1967	amano	ricordano	amano	V2	ama	num_violation	420	SS
embedding_mental_SR	la studentessa ricorda che il padre amano la figlia	feminine	singular	masculine	singular			1993	amano	ricordano	amano	V2	ama	num_violation	421	SS
embedding_mental_SR	il bambino ricorda che la ragazza amano la sorella	masculine	singular	feminine	singular			3271	amano	ricordano	amano	V2	ama	num_violation	422	SS
embedding_mental_SR	il contadino ricorda che la madre amano la donna	masculine	singular	feminine	singular			3288	amano	ricordano	amano	V2	ama	num_violation	423	SS
embedding_mental_SR	il fratello ricorda che la ragazza amano i padri	masculine	singular	feminine	singular			3335	amano	ricordano	amano	V2	ama	num_violation	424	SS
embedding_mental_SR	il fratello ricorda che la ragazza amano le figlie	masculine	singular	feminine	singular			3336	amano	ricordano	amano	V2	ama	num_violation	425	SS
embedding_mental_SR	l' attore ricorda che la donna amano l' uomo	masculine	singular	feminine	singular			3447	amano	ricordano	amano	V2	ama	num_violation	426	SS
embedding_mental_SR	lo studente ricorda che la madre amano i padri	masculine	singular	feminine	singular			3500	amano	ricordano	amano	V2	ama	num_violation	427	SS
embedding_mental_SR	il ragazzo ricorda che lo studente amano la sorella	masculine	singular	masculine	singular			3909	amano	ricordano	amano	V2	ama	num_violation	428	SS
embedding_mental_SR	l' attore ricorda che il figlio amano gli studenti	masculine	singular	masculine	singular			3949	amano	ricordano	amano	V2	ama	num_violation	429	SS
embedding_mental_SR	lo studente ricorda che il fratello amano la bambina	masculine	singular	masculine	singular			3995	amano	ricordano	amano	V2	ama	num_violation	430	SS
embedding_mental_SR	lo studente ricorda che l' uomo amano la donna	masculine	singular	masculine	singular			3998	amano	ricordano	amano	V2	ama	num_violation	431	SS
embedding_mental_SR	le amiche dicono che la contadina amano le sorelle	feminine	plural	feminine	singular			261	amano	dice	amano	V2	ama	num_violation	432	PS
embedding_mental_SR	le bambine dicono che l' attrice amano i fratelli	feminine	plural	feminine	singular			311	amano	dice	amano	V2	ama	num_violation	433	PS
embedding_mental_SR	le donne dicono che la contadina amano la bambina	feminine	plural	feminine	singular			354	amano	dice	amano	V2	ama	num_violation	434	PS
embedding_mental_SR	le ragazze dicono che la donna amano la bambina	feminine	plural	feminine	singular			438	amano	dice	amano	V2	ama	num_violation	435	PS
embedding_mental_SR	le bambine dicono che il padre amano i fratelli	feminine	plural	masculine	singular			819	amano	dice	amano	V2	ama	num_violation	436	PS
embedding_mental_SR	le bambine dicono che il ragazzo amano la sorella	feminine	plural	masculine	singular			823	amano	dice	amano	V2	ama	num_violation	437	PS
embedding_mental_SR	le figlie dicono che il ragazzo amano le contadine	feminine	plural	masculine	singular			887	amano	dice	amano	V2	ama	num_violation	438	PS
embedding_mental_SR	le madri dicono che il figlio amano le sorelle	feminine	plural	masculine	singular			918	amano	dice	amano	V2	ama	num_violation	439	PS
embedding_mental_SR	le madri dicono che il ragazzo amano l' amico	feminine	plural	masculine	singular			920	amano	dice	amano	V2	ama	num_violation	440	PS
embedding_mental_SR	le sorelle dicono che il padre amano i contadini	feminine	plural	masculine	singular			960	amano	dice	amano	V2	ama	num_violation	441	PS
embedding_mental_SR	le sorelle dicono che l' uomo amano gli attori	feminine	plural	masculine	singular			961	amano	dice	amano	V2	ama	num_violation	442	PS
embedding_mental_SR	le studentesse dicono che il contadino amano le donne	feminine	plural	masculine	singular			977	amano	dice	amano	V2	ama	num_violation	443	PS
embedding_mental_SR	gli studenti dicono che l' attrice amano i figli	masculine	plural	feminine	singular			2303	amano	dice	amano	V2	ama	num_violation	444	PS
embedding_mental_SR	gli studenti dicono che la madre amano gli attori	masculine	plural	feminine	singular			2311	amano	dice	amano	V2	ama	num_violation	445	PS
embedding_mental_SR	i contadini dicono che la studentessa amano il ragazzo	masculine	plural	feminine	singular			2388	amano	dice	amano	V2	ama	num_violation	446	PS
embedding_mental_SR	i figli dicono che l' amica amano le attrici	masculine	plural	feminine	singular			2403	amano	dice	amano	V2	ama	num_violation	447	PS
embedding_mental_SR	i padri dicono che l' amica amano le sorelle	masculine	plural	feminine	singular			2457	amano	dice	amano	V2	ama	num_violation	448	PS
embedding_mental_SR	gli amici dicono che il contadino amano l' uomo	masculine	plural	masculine	singular			2761	amano	dice	amano	V2	ama	num_violation	449	PS
embedding_mental_SR	i bambini dicono che l' uomo amano l' attrice	masculine	plural	masculine	singular			2865	amano	dice	amano	V2	ama	num_violation	450	PS
embedding_mental_SR	i fratelli dicono che il bambino amano l' amica	masculine	plural	masculine	singular			2937	amano	dice	amano	V2	ama	num_violation	451	PS
embedding_mental_SR	i fratelli dicono che l' amico amano i figli	masculine	plural	masculine	singular			2941	amano	dice	amano	V2	ama	num_violation	452	PS
embedding_mental_SR	i fratelli dicono che l' attore amano le contadine	masculine	plural	masculine	singular			2942	amano	dice	amano	V2	ama	num_violation	453	PS
embedding_mental_SR	le attrici dichiarano che la donna amano la sorella	feminine	plural	feminine	singular			284	amano	dichiara	amano	V2	ama	num_violation	454	PS
embedding_mental_SR	le bambine dichiarano che la studentessa amano il ragazzo	feminine	plural	feminine	singular			309	amano	dichiara	amano	V2	ama	num_violation	455	PS
embedding_mental_SR	le contadine dichiarano che la sorella amano gli studenti	feminine	plural	feminine	singular			323	amano	dichiara	amano	V2	ama	num_violation	456	PS
embedding_mental_SR	le donne dichiarano che la madre amano la studentessa	feminine	plural	feminine	singular			344	amano	dichiara	amano	V2	ama	num_violation	457	PS
embedding_mental_SR	le donne dichiarano che la ragazza amano la contadina	feminine	plural	feminine	singular			345	amano	dichiara	amano	V2	ama	num_violation	458	PS
embedding_mental_SR	le figlie dichiarano che la studentessa amano i ragazzi	feminine	plural	feminine	singular			379	amano	dichiara	amano	V2	ama	num_violation	459	PS
embedding_mental_SR	le madri dichiarano che la bambina amano il fratello	feminine	plural	feminine	singular			399	amano	dichiara	amano	V2	ama	num_violation	460	PS
embedding_mental_SR	le madri dichiarano che la sorella amano le contadine	feminine	plural	feminine	singular			403	amano	dichiara	amano	V2	ama	num_violation	461	PS
embedding_mental_SR	le sorelle dichiarano che la contadina amano il ragazzo	feminine	plural	feminine	singular			457	amano	dichiara	amano	V2	ama	num_violation	462	PS
embedding_mental_SR	le studentesse dichiarano che l' amica amano le bambine	feminine	plural	feminine	singular			478	amano	dichiara	amano	V2	ama	num_violation	463	PS
embedding_mental_SR	le amiche dichiarano che il figlio amano gli attori	feminine	plural	masculine	singular			754	amano	dichiara	amano	V2	ama	num_violation	464	PS
embedding_mental_SR	le amiche dichiarano che il fratello amano i figli	feminine	plural	masculine	singular			756	amano	dichiara	amano	V2	ama	num_violation	465	PS
embedding_mental_SR	le madri dichiarano che l' uomo amano lo studente	feminine	plural	masculine	singular			914	amano	dichiara	amano	V2	ama	num_violation	466	PS
embedding_mental_SR	le studentesse dichiarano che il bambino amano le amiche	feminine	plural	masculine	singular			970	amano	dichiara	amano	V2	ama	num_violation	467	PS
embedding_mental_SR	le studentesse dichiarano che il contadino amano le ragazze	feminine	plural	masculine	singular			973	amano	dichiara	amano	V2	ama	num_violation	468	PS
embedding_mental_SR	le studentesse dichiarano che il fratello amano i contadini	feminine	plural	masculine	singular			974	amano	dichiara	amano	V2	ama	num_violation	469	PS
embedding_mental_SR	gli attori dichiarano che la madre amano i figli	masculine	plural	feminine	singular			2271	amano	dichiara	amano	V2	ama	num_violation	470	PS
embedding_mental_SR	gli studenti dichiarano che la figlia amano l' attrice	masculine	plural	feminine	singular			2293	amano	dichiara	amano	V2	ama	num_violation	471	PS
embedding_mental_SR	gli studenti dichiarano che la madre amano gli attori	masculine	plural	feminine	singular			2295	amano	dichiara	amano	V2	ama	num_violation	472	PS
embedding_mental_SR	i bambini dichiarano che la studentessa amano gli amici	masculine	plural	feminine	singular			2362	amano	dichiara	amano	V2	ama	num_violation	473	PS
embedding_mental_SR	i padri dichiarano che l' attrice amano gli uomini	masculine	plural	feminine	singular			2447	amano	dichiara	amano	V2	ama	num_violation	474	PS
embedding_mental_SR	gli amici dichiarano che il ragazzo amano i contadini	masculine	plural	masculine	singular			2754	amano	dichiara	amano	V2	ama	num_violation	475	PS
embedding_mental_SR	gli attori dichiarano che il fratello amano la donna	masculine	plural	masculine	singular			2782	amano	dichiara	amano	V2	ama	num_violation	476	PS
embedding_mental_SR	gli attori dichiarano che il padre amano il bambino	masculine	plural	masculine	singular			2784	amano	dichiara	amano	V2	ama	num_violation	477	PS
embedding_mental_SR	i figli dichiarano che l' uomo amano le donne	masculine	plural	masculine	singular			2908	amano	dichiara	amano	V2	ama	num_violation	478	PS
embedding_mental_SR	le amiche ricordano che la figlia amano il padre	feminine	plural	feminine	singular			275	amano	ricorda	amano	V2	ama	num_violation	479	PS
embedding_mental_SR	le donne ricordano che l' amica amano i fratelli	feminine	plural	feminine	singular			358	amano	ricorda	amano	V2	ama	num_violation	480	PS
embedding_mental_SR	le madri ricordano che la studentessa amano gli amici	feminine	plural	feminine	singular			427	amano	ricorda	amano	V2	ama	num_violation	481	PS
embedding_mental_SR	le sorelle ricordano che l' attrice amano gli uomini	feminine	plural	feminine	singular			471	amano	ricorda	amano	V2	ama	num_violation	482	PS
embedding_mental_SR	le attrici ricordano che il padre amano lo studente	feminine	plural	masculine	singular			804	amano	ricorda	amano	V2	ama	num_violation	483	PS
