a_Sentence_Type	b_Sentence	c_GenderN1	d_NumN1	e_GenderN2	f_NumN2	g_GenderN3	h_NumN3	i_NumFraseOrigine	j_New_word	k_Verb1	l_Verb2	m_Element_changed	n_Old_word	o_Violation_Type	p_number	q_condition	
embedding_mental_SR	gli studenti ricordano che i frigoriferi difendono il bambino	masculine	plural	masculine	plural			2566	frigoriferi	ricorda	difende	N2	gli attori	inanimate	1114	PP	PP
embedding_mental_SR	gli studenti ricordano che i frigoriferi evitano i fratelli	masculine	plural	masculine	plural			2571	frigoriferi	ricorda	evita	N2	i ragazzi	inanimate	1115	PP	PP
embedding_mental_SR	gli uomini dichiarano che i frigoriferi salutano il padre	masculine	plural	masculine	plural			2576	frigoriferi	dichiara	saluta	N2	gli attori	inanimate	1116	PP	PP
embedding_mental_SR	gli uomini dichiarano che i frigoriferi salutano i bambini	masculine	plural	masculine	plural			2581	frigoriferi	dichiara	saluta	N2	i ragazzi	inanimate	1117	PP	PP
embedding_mental_SR	gli uomini dicono che i frigoriferi amano i padri	masculine	plural	masculine	plural			2586	frigoriferi	dice	ama	N2	i fratelli	inanimate	1118	PP	PP
embedding_mental_SR	gli uomini ricordano che i frigoriferi conoscono l' amico	masculine	plural	masculine	plural			2591	frigoriferi	ricorda	conosce	N2	i contadini	inanimate	1119	PP	PP
embedding_mental_SR	i bambini dichiarano che i frigoriferi interrompono le madri	masculine	plural	masculine	plural			2596	frigoriferi	dichiara	interrompe	N2	gli studenti	inanimate	1120	PP	PP
embedding_mental_SR	i bambini dicono che i frigoriferi bloccano i fratelli	masculine	plural	masculine	plural			2601	frigoriferi	dice	blocca	N2	gli studenti	inanimate	1121	PP	PP
embedding_mental_SR	i bambini dicono che i frigoriferi attraggono lo studente	masculine	plural	masculine	plural			2606	frigoriferi	dice	attrae	N2	i figli	inanimate	1122	PP	PP
embedding_mental_SR	i bambini dicono che i frigoriferi osservano la studentessa	masculine	plural	masculine	plural			2611	frigoriferi	dice	osserva	N2	i ragazzi	inanimate	1123	PP	PP
embedding_mental_SR	i bambini ricordano che i frigoriferi bloccano lo studente	masculine	plural	masculine	plural			2616	frigoriferi	ricorda	blocca	N2	i ragazzi	inanimate	1124	PP	PP
embedding_mental_SR	i contadini dichiarano che i frigoriferi attraggono il figlio	masculine	plural	masculine	plural			2621	frigoriferi	dichiara	attrae	N2	i bambini	inanimate	1125	PP	PP
embedding_mental_SR	i contadini dichiarano che i frigoriferi attraggono il padre	masculine	plural	masculine	plural			2626	frigoriferi	dichiara	attrae	N2	i ragazzi	inanimate	1126	PP	PP
embedding_mental_SR	i contadini dicono che i frigoriferi incontrano il bambino	masculine	plural	masculine	plural			2631	frigoriferi	dice	incontra	N2	gli uomini	inanimate	1127	PP	PP
embedding_mental_SR	i contadini dicono che i frigoriferi fermano l' amica	masculine	plural	masculine	plural			2636	frigoriferi	dice	ferma	N2	i ragazzi	inanimate	1128	PP	PP
embedding_mental_SR	i contadini ricordano che i frigoriferi attraggono i figli	masculine	plural	masculine	plural			2641	frigoriferi	ricorda	attrae	N2	i bambini	inanimate	1129	PP	PP
embedding_mental_SR	i contadini ricordano che i frigoriferi criticano la figlia	masculine	plural	masculine	plural			2646	frigoriferi	ricorda	critica	N2	i padri	inanimate	1130	PP	PP
embedding_mental_SR	i figli dichiarano che i frigoriferi incontrano l' attore	masculine	plural	masculine	plural			2651	frigoriferi	dichiara	incontra	N2	i contadini	inanimate	1131	PP	PP
embedding_mental_SR	i figli dicono che i frigoriferi conoscono le attrici	masculine	plural	masculine	plural			2656	frigoriferi	dice	conosce	N2	gli uomini	inanimate	1132	PP	PP
embedding_mental_SR	i figli dicono che i frigoriferi bloccano l' attrice	masculine	plural	masculine	plural			2661	frigoriferi	dice	blocca	N2	i ragazzi	inanimate	1133	PP	PP
embedding_mental_SR	i figli ricordano che i frigoriferi incontrano la donna	masculine	plural	masculine	plural			2666	frigoriferi	ricorda	incontra	N2	i fratelli	inanimate	1134	PP	PP
embedding_mental_SR	i fratelli dichiarano che i frigoriferi amano le attrici	masculine	plural	masculine	plural			2671	frigoriferi	dichiara	ama	N2	i bambini	inanimate	1135	PP	PP
embedding_mental_SR	i fratelli dicono che i frigoriferi ignorano gli amici	masculine	plural	masculine	plural			2676	frigoriferi	dice	ignora	N2	gli studenti	inanimate	1136	PP	PP
embedding_mental_SR	i fratelli dicono che i frigoriferi accolgono gli attori	masculine	plural	masculine	plural			2681	frigoriferi	dice	accoglie	N2	i figli	inanimate	1137	PP	PP
embedding_mental_SR	i fratelli ricordano che i frigoriferi osservano l' attore	masculine	plural	masculine	plural			2686	frigoriferi	ricorda	osserva	N2	gli amici	inanimate	1138	PP	PP
embedding_mental_SR	i padri dichiarano che i frigoriferi guardano le figlie	masculine	plural	masculine	plural			2691	frigoriferi	dichiara	guarda	N2	gli amici	inanimate	1139	PP	PP
embedding_mental_SR	i padri dichiarano che i frigoriferi criticano le contadine	masculine	plural	masculine	plural			2696	frigoriferi	dichiara	critica	N2	i figli	inanimate	1140	PP	PP
embedding_mental_SR	i padri dicono che i frigoriferi osservano la ragazza	masculine	plural	masculine	plural			2701	frigoriferi	dice	osserva	N2	gli studenti	inanimate	1141	PP	PP
embedding_mental_SR	i padri ricordano che i frigoriferi attraggono i bambini	masculine	plural	masculine	plural			2706	frigoriferi	ricorda	attrae	N2	gli amici	inanimate	1142	PP	PP
embedding_mental_SR	i padri ricordano che i frigoriferi amano la madre	masculine	plural	masculine	plural			2711	frigoriferi	ricorda	ama	N2	i contadini	inanimate	1143	PP	PP
embedding_mental_SR	i ragazzi dichiarano che i frigoriferi guardano il padre	masculine	plural	masculine	plural			2716	frigoriferi	dichiara	guarda	N2	gli amici	inanimate	1144	PP	PP
embedding_mental_SR	i ragazzi dichiarano che i frigoriferi evitano gli amici	masculine	plural	masculine	plural			2721	frigoriferi	dichiara	evita	N2	i contadini	inanimate	1145	PP	PP
embedding_mental_SR	i ragazzi dichiarano che i frigoriferi ignorano i fratelli	masculine	plural	masculine	plural			2726	frigoriferi	dichiara	ignora	N2	i padri	inanimate	1146	PP	PP
embedding_mental_SR	i ragazzi dicono che i frigoriferi ignorano le amiche	masculine	plural	masculine	plural			2731	frigoriferi	dice	ignora	N2	gli studenti	inanimate	1147	PP	PP
embedding_mental_SR	i ragazzi dicono che i frigoriferi guardano il fratello	masculine	plural	masculine	plural			2736	frigoriferi	dice	guarda	N2	i contadini	inanimate	1148	PP	PP
embedding_mental_SR	i ragazzi ricordano che i frigoriferi ignorano le studentesse	masculine	plural	masculine	plural			2741	frigoriferi	ricorda	ignora	N2	gli attori	inanimate	1149	PP	PP
embedding_mental_SR	i ragazzi ricordano che i frigoriferi indicano l' amico	masculine	plural	masculine	plural			2746	frigoriferi	ricorda	indica	N2	i bambini	inanimate	1150	PP	PP
embedding_mental_SR	gli amici dichiarano che i frigoriferi evita i fratelli	masculine	plural	masculine	singular			2751	frigoriferi	dichiara	evitano	N2	il bambino	inanimate	1151	PS	PS
embedding_mental_SR	gli amici dichiarano che i frigoriferi attrae l' uomo	masculine	plural	masculine	singular			2756	frigoriferi	dichiara	attraggono	N2	l' attore	inanimate	1152	PS	PS
embedding_mental_SR	gli amici dicono che i frigoriferi ama l' uomo	masculine	plural	masculine	singular			2761	frigoriferi	dice	amano	N2	il contadino	inanimate	1153	PS	PS
embedding_mental_SR	gli amici dicono che i frigoriferi ferma la figlia	masculine	plural	masculine	singular			2766	frigoriferi	dice	fermano	N2	il ragazzo	inanimate	1154	PS	PS
embedding_mental_SR	gli amici ricordano che i frigoriferi difende i ragazzi	masculine	plural	masculine	singular			2771	frigoriferi	ricorda	difendono	N2	il contadino	inanimate	1155	PS	PS
embedding_mental_SR	gli amici ricordano che i frigoriferi evita le sorelle	masculine	plural	masculine	singular			2776	frigoriferi	ricorda	evitano	N2	l' attore	inanimate	1156	PS	PS
embedding_mental_SR	gli attori dichiarano che i frigoriferi ferma la figlia	masculine	plural	masculine	singular			2781	frigoriferi	dichiara	fermano	N2	il bambino	inanimate	1157	PS	PS
embedding_mental_SR	gli attori dichiarano che i frigoriferi incontra l' amico	masculine	plural	masculine	singular			2786	frigoriferi	dichiara	incontrano	N2	il padre	inanimate	1158	PS	PS
embedding_mental_SR	gli attori dicono che i frigoriferi interrompe l' amica	masculine	plural	masculine	singular			2791	frigoriferi	dice	interrompono	N2	il contadino	inanimate	1159	PS	PS
embedding_mental_SR	gli attori dicono che i frigoriferi ignora le amiche	masculine	plural	masculine	singular			2796	frigoriferi	dice	ignorano	N2	il ragazzo	inanimate	1160	PS	PS
embedding_mental_SR	gli attori ricordano che i frigoriferi critica la contadina	masculine	plural	masculine	singular			2801	frigoriferi	ricorda	criticano	N2	il ragazzo	inanimate	1161	PS	PS
embedding_mental_SR	gli studenti dichiarano che i frigoriferi interrompe i padri	masculine	plural	masculine	singular			2806	frigoriferi	dichiara	interrompono	N2	il bambino	inanimate	1162	PS	PS
embedding_mental_SR	gli studenti dichiarano che i frigoriferi interrompe l' uomo	masculine	plural	masculine	singular			2811	frigoriferi	dichiara	interrompono	N2	il figlio	inanimate	1163	PS	PS
embedding_mental_SR	gli studenti dicono che i frigoriferi blocca la madre	masculine	plural	masculine	singular			2816	frigoriferi	dice	bloccano	N2	il bambino	inanimate	1164	PS	PS
embedding_mental_SR	gli studenti ricordano che i frigoriferi blocca l' attrice	masculine	plural	masculine	singular			2821	frigoriferi	ricorda	bloccano	N2	il fratello	inanimate	1165	PS	PS
embedding_mental_SR	gli studenti ricordano che i frigoriferi critica le sorelle	masculine	plural	masculine	singular			2826	frigoriferi	ricorda	criticano	N2	l' uomo	inanimate	1166	PS	PS
embedding_mental_SR	gli uomini dichiarano che i frigoriferi critica le attrici	masculine	plural	masculine	singular			2831	frigoriferi	dichiara	criticano	N2	il padre	inanimate	1167	PS	PS
embedding_mental_SR	gli uomini dichiarano che i frigoriferi osserva le donne	masculine	plural	masculine	singular			2836	frigoriferi	dichiara	osservano	N2	l' attore	inanimate	1168	PS	PS
embedding_mental_SR	gli uomini ricordano che i frigoriferi accoglie le madri	masculine	plural	masculine	singular			2841	frigoriferi	ricorda	accolgono	N2	il contadino	inanimate	1169	PS	PS
embedding_mental_SR	gli uomini ricordano che i frigoriferi incontra le bambine	masculine	plural	masculine	singular			2846	frigoriferi	ricorda	incontrano	N2	il fratello	inanimate	1170	PS	PS
embedding_mental_SR	i bambini dichiarano che i frigoriferi incontra la sorella	masculine	plural	masculine	singular			2851	frigoriferi	dichiara	incontrano	N2	il contadino	inanimate	1171	PS	PS
embedding_mental_SR	i bambini dichiarano che i frigoriferi guarda la ragazza	masculine	plural	masculine	singular			2856	frigoriferi	dichiara	guardano	N2	lo studente	inanimate	1172	PS	PS
embedding_mental_SR	i bambini dicono che i frigoriferi difende gli uomini	masculine	plural	masculine	singular			2861	frigoriferi	dice	difendono	N2	il fratello	inanimate	1173	PS	PS
embedding_mental_SR	i bambini dicono che i frigoriferi conosce l' attrice	masculine	plural	masculine	singular			2866	frigoriferi	dice	conoscono	N2	lo studente	inanimate	1174	PS	PS
embedding_mental_SR	i bambini ricordano che i frigoriferi difende le ragazze	masculine	plural	masculine	singular			2871	frigoriferi	ricorda	difendono	N2	il fratello	inanimate	1175	PS	PS
embedding_mental_SR	i bambini ricordano che i frigoriferi evita le donne	masculine	plural	masculine	singular			2876	frigoriferi	ricorda	evitano	N2	lo studente	inanimate	1176	PS	PS
embedding_mental_SR	i contadini dichiarano che i frigoriferi saluta gli uomini	masculine	plural	masculine	singular			2881	frigoriferi	dichiara	salutano	N2	l' amico	inanimate	1177	PS	PS
embedding_mental_SR	i contadini dicono che i frigoriferi difende le bambine	masculine	plural	masculine	singular			2886	frigoriferi	dice	difendono	N2	il fratello	inanimate	1178	PS	PS
embedding_mental_SR	i contadini dicono che i frigoriferi osserva la ragazza	masculine	plural	masculine	singular			2891	frigoriferi	dice	osservano	N2	l' attore	inanimate	1179	PS	PS
embedding_mental_SR	i contadini ricordano che i frigoriferi blocca i padri	masculine	plural	masculine	singular			2896	frigoriferi	ricorda	bloccano	N2	l' uomo	inanimate	1180	PS	PS
embedding_mental_SR	i figli dichiarano che i frigoriferi osserva il padre	masculine	plural	masculine	singular			2901	frigoriferi	dichiara	osservano	N2	il fratello	inanimate	1181	PS	PS
embedding_mental_SR	i figli dichiarano che i frigoriferi ferma il fratello	masculine	plural	masculine	singular			2906	frigoriferi	dichiara	fermano	N2	l' attore	inanimate	1182	PS	PS
embedding_mental_SR	i figli dichiarano che i frigoriferi guarda il bambino	masculine	plural	masculine	singular			2911	frigoriferi	dichiara	guardano	N2	lo studente	inanimate	1183	PS	PS
embedding_mental_SR	i figli dicono che i frigoriferi guarda la sorella	masculine	plural	masculine	singular			2916	frigoriferi	dice	guardano	N2	il ragazzo	inanimate	1184	PS	PS
embedding_mental_SR	i figli ricordano che i frigoriferi ama gli uomini	masculine	plural	masculine	singular			2921	frigoriferi	ricorda	amano	N2	il contadino	inanimate	1185	PS	PS
embedding_mental_SR	i figli ricordano che i frigoriferi blocca la ragazza	masculine	plural	masculine	singular			2926	frigoriferi	ricorda	bloccano	N2	l' attore	inanimate	1186	PS	PS
embedding_mental_SR	i fratelli dichiarano che i frigoriferi guarda i contadini	masculine	plural	masculine	singular			2931	frigoriferi	dichiara	guardano	N2	il figlio	inanimate	1187	PS	PS
embedding_mental_SR	i fratelli dichiarano che i frigoriferi saluta la bambina	masculine	plural	masculine	singular			2936	frigoriferi	dichiara	salutano	N2	l' uomo	inanimate	1188	PS	PS
embedding_mental_SR	i fratelli dicono che i frigoriferi ama i figli	masculine	plural	masculine	singular			2941	frigoriferi	dice	amano	N2	l' amico	inanimate	1189	PS	PS
embedding_mental_SR	i fratelli ricordano che i frigoriferi ferma l' uomo	masculine	plural	masculine	singular			2946	frigoriferi	ricorda	fermano	N2	il bambino	inanimate	1190	PS	PS
embedding_mental_SR	i fratelli ricordano che i frigoriferi ferma gli attori	masculine	plural	masculine	singular			2951	frigoriferi	ricorda	fermano	N2	l' amico	inanimate	1191	PS	PS
embedding_mental_SR	i padri dichiarano che i frigoriferi guarda le contadine	masculine	plural	masculine	singular			2956	frigoriferi	dichiara	guardano	N2	il figlio	inanimate	1192	PS	PS
embedding_mental_SR	i padri dichiarano che i frigoriferi indica le figlie	masculine	plural	masculine	singular			2961	frigoriferi	dichiara	indicano	N2	il ragazzo	inanimate	1193	PS	PS
embedding_mental_SR	i padri dichiarano che i frigoriferi accoglie le contadine	masculine	plural	masculine	singular			2966	frigoriferi	dichiara	accolgono	N2	lo studente	inanimate	1194	PS	PS
embedding_mental_SR	i padri dicono che i frigoriferi interrompe la bambina	masculine	plural	masculine	singular			2971	frigoriferi	dice	interrompono	N2	l' uomo	inanimate	1195	PS	PS
embedding_mental_SR	i padri ricordano che i frigoriferi accoglie le contadine	masculine	plural	masculine	singular			2976	frigoriferi	ricorda	accolgono	N2	l' amico	inanimate	1196	PS	PS
embedding_mental_SR	i ragazzi dichiarano che i frigoriferi conosce l' uomo	masculine	plural	masculine	singular			2981	frigoriferi	dichiara	conoscono	N2	il bambino	inanimate	1197	PS	PS
embedding_mental_SR	i ragazzi dicono che i frigoriferi accoglie l' uomo	masculine	plural	masculine	singular			2986	frigoriferi	dice	accolgono	N2	il figlio	inanimate	1198	PS	PS
embedding_mental_SR	i ragazzi dicono che i frigoriferi attrae l' amica	masculine	plural	masculine	singular			2991	frigoriferi	dice	attraggono	N2	l' attore	inanimate	1199	PS	PS
embedding_mental_SR	i ragazzi ricordano che i frigoriferi critica le figlie	masculine	plural	masculine	singular			2996	frigoriferi	ricorda	criticano	N2	il bambino	inanimate	1200	PS	PS
embedding_mental_SR	il frigorifero dice che le amiche ignorano le studentesse	masculine	singular	feminine	plural			3001	frigorifero	dicono	ignora	N1	il bambino	inanimate	1201	SP	SP
embedding_mental_SR	il frigorifero dice che le sorelle osservano i fratelli	masculine	singular	feminine	plural			3006	frigorifero	dicono	osserva	N1	il bambino	inanimate	1202	SP	SP
embedding_mental_SR	il frigorifero dice che le studentesse salutano i contadini	masculine	singular	feminine	plural			3011	frigorifero	dicono	saluta	N1	il bambino	inanimate	1203	SP	SP
embedding_mental_SR	il frigorifero dichiara che le madri difendono la donna	masculine	singular	feminine	plural			3016	frigorifero	dichiarano	difende	N1	il bambino	inanimate	1204	SP	SP
embedding_mental_SR	il frigorifero dichiara che le studentesse incontrano il ragazzo	masculine	singular	feminine	plural			3021	frigorifero	dichiarano	incontra	N1	il bambino	inanimate	1205	SP	SP
embedding_mental_SR	il frigorifero ricorda che le attrici conoscono lo studente	masculine	singular	feminine	plural			3026	frigorifero	ricordano	conosce	N1	il bambino	inanimate	1206	SP	SP
embedding_mental_SR	il frigorifero ricorda che le donne evitano i fratelli	masculine	singular	feminine	plural			3031	frigorifero	ricordano	evita	N1	il bambino	inanimate	1207	SP	SP
embedding_mental_SR	il frigorifero dice che le amiche bloccano le sorelle	masculine	singular	feminine	plural			3036	frigorifero	dicono	blocca	N1	il contadino	inanimate	1208	SP	SP
embedding_mental_SR	il frigorifero dice che le donne fermano le bambine	masculine	singular	feminine	plural			3041	frigorifero	dicono	ferma	N1	il contadino	inanimate	1209	SP	SP
embedding_mental_SR	il frigorifero dichiara che le madri fermano le amiche	masculine	singular	feminine	plural			3046	frigorifero	dichiarano	ferma	N1	il contadino	inanimate	1210	SP	SP
embedding_mental_SR	il frigorifero dichiara che le sorelle salutano il bambino	masculine	singular	feminine	plural			3051	frigorifero	dichiarano	saluta	N1	il contadino	inanimate	1211	SP	SP
embedding_mental_SR	il frigorifero ricorda che le donne salutano i fratelli	masculine	singular	feminine	plural			3056	frigorifero	ricordano	saluta	N1	il contadino	inanimate	1212	SP	SP
embedding_mental_SR	il frigorifero dice che le attrici indicano il bambino	masculine	singular	feminine	plural			3061	frigorifero	dicono	indica	N1	il figlio	inanimate	1213	SP	SP
embedding_mental_SR	il frigorifero dice che le sorelle indicano le bambine	masculine	singular	feminine	plural			3066	frigorifero	dicono	indica	N1	il figlio	inanimate	1214	SP	SP
embedding_mental_SR	il frigorifero dichiara che le contadine attraggono i padri	masculine	singular	feminine	plural			3071	frigorifero	dichiarano	attrae	N1	il figlio	inanimate	1215	SP	SP
embedding_mental_SR	il frigorifero dichiara che le studentesse indicano gli uomini	masculine	singular	feminine	plural			3076	frigorifero	dichiarano	indica	N1	il figlio	inanimate	1216	SP	SP
embedding_mental_SR	il frigorifero ricorda che le ragazze incontrano gli studenti	masculine	singular	feminine	plural			3081	frigorifero	ricordano	incontra	N1	il figlio	inanimate	1217	SP	SP
embedding_mental_SR	il frigorifero dice che le bambine interrompono l' amica	masculine	singular	feminine	plural			3086	frigorifero	dicono	interrompe	N1	il fratello	inanimate	1218	SP	SP
embedding_mental_SR	il frigorifero dice che le ragazze fermano le figlie	masculine	singular	feminine	plural			3091	frigorifero	dicono	ferma	N1	il fratello	inanimate	1219	SP	SP
embedding_mental_SR	il frigorifero dichiara che le figlie guardano le studentesse	masculine	singular	feminine	plural			3096	frigorifero	dichiarano	guarda	N1	il fratello	inanimate	1220	SP	SP
embedding_mental_SR	il frigorifero dichiara che le studentesse osservano la madre	masculine	singular	feminine	plural			3101	frigorifero	dichiarano	osserva	N1	il fratello	inanimate	1221	SP	SP
embedding_mental_SR	il frigorifero ricorda che le madri criticano la bambina	masculine	singular	feminine	plural			3106	frigorifero	ricordano	critica	N1	il fratello	inanimate	1222	SP	SP
embedding_mental_SR	il frigorifero dice che le attrici attraggono le amiche	masculine	singular	feminine	plural			3111	frigorifero	dicono	attrae	N1	il padre	inanimate	1223	SP	SP
embedding_mental_SR	il frigorifero dice che le donne guardano gli uomini	masculine	singular	feminine	plural			3116	frigorifero	dicono	guarda	N1	il padre	inanimate	1224	SP	SP
embedding_mental_SR	il frigorifero dichiara che le figlie salutano gli uomini	masculine	singular	feminine	plural			3121	frigorifero	dichiarano	saluta	N1	il padre	inanimate	1225	SP	SP
embedding_mental_SR	il frigorifero ricorda che le contadine amano le bambine	masculine	singular	feminine	plural			3126	frigorifero	ricordano	ama	N1	il padre	inanimate	1226	SP	SP
embedding_mental_SR	il frigorifero ricorda che le ragazze guardano il bambino	masculine	singular	feminine	plural			3131	frigorifero	ricordano	guarda	N1	il padre	inanimate	1227	SP	SP
embedding_mental_SR	il frigorifero ricorda che le studentesse interrompono l' attrice	masculine	singular	feminine	plural			3136	frigorifero	ricordano	interrompe	N1	il padre	inanimate	1228	SP	SP
embedding_mental_SR	il frigorifero dice che le madri fermano le amiche	masculine	singular	feminine	plural			3141	frigorifero	dicono	ferma	N1	il ragazzo	inanimate	1229	SP	SP
embedding_mental_SR	il frigorifero dichiara che le contadine evitano le studentesse	masculine	singular	feminine	plural			3146	frigorifero	dichiarano	evita	N1	il ragazzo	inanimate	1230	SP	SP
embedding_mental_SR	il frigorifero ricorda che le contadine interrompono i padri	masculine	singular	feminine	plural			3151	frigorifero	ricordano	interrompe	N1	il ragazzo	inanimate	1231	SP	SP
embedding_mental_SR	il frigorifero dice che le contadine osservano il ragazzo	masculine	singular	feminine	plural			3156	frigorifero	dicono	osserva	N1	l' amico	inanimate	1232	SP	SP
embedding_mental_SR	il frigorifero dice che le studentesse bloccano le bambine	masculine	singular	feminine	plural			3161	frigorifero	dicono	blocca	N1	l' amico	inanimate	1233	SP	SP
embedding_mental_SR	il frigorifero dichiara che le contadine difendono la bambina	masculine	singular	feminine	plural			3166	frigorifero	dichiarano	difende	N1	l' amico	inanimate	1234	SP	SP
embedding_mental_SR	il frigorifero ricorda che le attrici incontrano gli studenti	masculine	singular	feminine	plural			3171	frigorifero	ricordano	incontra	N1	l' amico	inanimate	1235	SP	SP
embedding_mental_SR	il frigorifero ricorda che le ragazze fermano il fratello	masculine	singular	feminine	plural			3176	frigorifero	ricordano	ferma	N1	l' amico	inanimate	1236	SP	SP
embedding_mental_SR	il frigorifero dice che le bambine incontrano il padre	masculine	singular	feminine	plural			3181	frigorifero	dicono	incontra	N1	l' attore	inanimate	1237	SP	SP
embedding_mental_SR	il frigorifero dice che le studentesse indicano gli uomini	masculine	singular	feminine	plural			3186	frigorifero	dicono	indica	N1	l' attore	inanimate	1238	SP	SP
embedding_mental_SR	il frigorifero ricorda che le amiche criticano i figli	masculine	singular	feminine	plural			3191	frigorifero	ricordano	critica	N1	l' attore	inanimate	1239	SP	SP
embedding_mental_SR	il frigorifero ricorda che le bambine indicano la donna	masculine	singular	feminine	plural			3196	frigorifero	ricordano	indica	N1	l' attore	inanimate	1240	SP	SP
embedding_mental_SR	il frigorifero dice che le amiche criticano le bambine	masculine	singular	feminine	plural			3201	frigorifero	dicono	critica	N1	l' uomo	inanimate	1241	SP	SP
embedding_mental_SR	il frigorifero dice che le figlie osservano il padre	masculine	singular	feminine	plural			3206	frigorifero	dicono	osserva	N1	l' uomo	inanimate	1242	SP	SP
embedding_mental_SR	il frigorifero dichiara che le figlie evitano le madri	masculine	singular	feminine	plural			3211	frigorifero	dichiarano	evita	N1	l' uomo	inanimate	1243	SP	SP
embedding_mental_SR	il frigorifero dichiara che le sorelle osservano i ragazzi	masculine	singular	feminine	plural			3216	frigorifero	dichiarano	osserva	N1	l' uomo	inanimate	1244	SP	SP
embedding_mental_SR	il frigorifero ricorda che le ragazze salutano la studentessa	masculine	singular	feminine	plural			3221	frigorifero	ricordano	saluta	N1	l' uomo	inanimate	1245	SP	SP
embedding_mental_SR	il frigorifero dice che le donne conoscono le sorelle	masculine	singular	feminine	plural			3226	frigorifero	dicono	conosce	N1	lo studente	inanimate	1246	SP	SP
embedding_mental_SR	il frigorifero dichiara che le bambine interrompono i figli	masculine	singular	feminine	plural			3231	frigorifero	dichiarano	interrompe	N1	lo studente	inanimate	1247	SP	SP
embedding_mental_SR	il frigorifero dichiara che le madri indicano la contadina	masculine	singular	feminine	plural			3236	frigorifero	dichiarano	indica	N1	lo studente	inanimate	1248	SP	SP
embedding_mental_SR	il frigorifero ricorda che le bambine guardano l' uomo	masculine	singular	feminine	plural			3241	frigorifero	ricordano	guarda	N1	lo studente	inanimate	1249	SP	SP
embedding_mental_SR	il frigorifero ricorda che le figlie salutano le ragazze	masculine	singular	feminine	plural			3246	frigorifero	ricordano	saluta	N1	lo studente	inanimate	1250	SP	SP
embedding_mental_SR	il frigorifero dice che l' attrice difende l' amico	masculine	singular	feminine	singular			3251	frigorifero	dicono	difendono	N1	il bambino	inanimate	1251	SS	SS
embedding_mental_SR	il frigorifero dice che la ragazza conosce la madre	masculine	singular	feminine	singular			3256	frigorifero	dicono	conoscono	N1	il bambino	inanimate	1252	SS	SS
embedding_mental_SR	il frigorifero dichiara che la figlia guarda gli amici	masculine	singular	feminine	singular			3261	frigorifero	dichiarano	guardano	N1	il bambino	inanimate	1253	SS	SS
embedding_mental_SR	il frigorifero ricorda che l' amica blocca il padre	masculine	singular	feminine	singular			3266	frigorifero	ricordano	bloccano	N1	il bambino	inanimate	1254	SS	SS
embedding_mental_SR	il frigorifero ricorda che la ragazza ama la sorella	masculine	singular	feminine	singular			3271	frigorifero	ricordano	amano	N1	il bambino	inanimate	1255	SS	SS
embedding_mental_SR	il frigorifero ricorda che la sorella saluta l' attore	masculine	singular	feminine	singular			3276	frigorifero	ricordano	salutano	N1	il bambino	inanimate	1256	SS	SS
embedding_mental_SR	il frigorifero dichiara che la bambina blocca le attrici	masculine	singular	feminine	singular			3281	frigorifero	dichiarano	bloccano	N1	il contadino	inanimate	1257	SS	SS
embedding_mental_SR	il frigorifero ricorda che la figlia difende l' uomo	masculine	singular	feminine	singular			3286	frigorifero	ricordano	difendono	N1	il contadino	inanimate	1258	SS	SS
embedding_mental_SR	il frigorifero ricorda che la studentessa saluta le figlie	masculine	singular	feminine	singular			3291	frigorifero	ricordano	salutano	N1	il contadino	inanimate	1259	SS	SS
embedding_mental_SR	il frigorifero dichiara che la bambina incontra le studentesse	masculine	singular	feminine	singular			3296	frigorifero	dichiarano	incontrano	N1	il figlio	inanimate	1260	SS	SS
embedding_mental_SR	il frigorifero ricorda che l' attrice incontra le amiche	masculine	singular	feminine	singular			3301	frigorifero	ricordano	incontrano	N1	il figlio	inanimate	1261	SS	SS
embedding_mental_SR	il frigorifero ricorda che la sorella incontra le bambine	masculine	singular	feminine	singular			3306	frigorifero	ricordano	incontrano	N1	il figlio	inanimate	1262	SS	SS
embedding_mental_SR	il frigorifero dice che l' attrice interrompe le contadine	masculine	singular	feminine	singular			3311	frigorifero	dicono	interrompono	N1	il fratello	inanimate	1263	SS	SS
embedding_mental_SR	il frigorifero dice che la donna guarda i figli	masculine	singular	feminine	singular			3316	frigorifero	dicono	guardano	N1	il fratello	inanimate	1264	SS	SS
embedding_mental_SR	il frigorifero dichiara che la bambina incontra la ragazza	masculine	singular	feminine	singular			3321	frigorifero	dichiarano	incontrano	N1	il fratello	inanimate	1265	SS	SS
embedding_mental_SR	il frigorifero dichiara che la contadina osserva la ragazza	masculine	singular	feminine	singular			3326	frigorifero	dichiarano	osservano	N1	il fratello	inanimate	1266	SS	SS
embedding_mental_SR	il frigorifero ricorda che la donna interrompe le attrici	masculine	singular	feminine	singular			3331	frigorifero	ricordano	interrompono	N1	il fratello	inanimate	1267	SS	SS
embedding_mental_SR	il frigorifero ricorda che la ragazza ama le figlie	masculine	singular	feminine	singular			3336	frigorifero	ricordano	amano	N1	il fratello	inanimate	1268	SS	SS
embedding_mental_SR	il frigorifero dice che l' amica ignora le ragazze	masculine	singular	feminine	singular			3341	frigorifero	dicono	ignorano	N1	il padre	inanimate	1269	SS	SS
embedding_mental_SR	il frigorifero dice che la studentessa conosce l' attore	masculine	singular	feminine	singular			3346	frigorifero	dicono	conoscono	N1	il padre	inanimate	1270	SS	SS
