Sentence_Type,Sentence,GenderN1,NumN1,GenderN2,NumN2,GenderN3,NumN3,NumFraseOrigine,New_word,Verb1,Verb2,Element_changed,Old_word,Violation_Type,number,condition,slide,frequency,length,block,IncludedWords1,IncludedWords2,IncludedWords3,IncludedWords4,IncludedWords5,IncludedWords6,MeanLogFreq_W,MeanLength_W,ConditionAggragated
embedding_mental,il_ragazzo dice che la_bambina davanti all'_amico incontri le_madri,masculine,singular,feminine,singular,masculine,singular,3487,incontri,dicono,incontrano,V2,incontra,wrong_person,2855,SSS,-7,NaN,NaN,4,ragazzo,dice,bambina,amico,incontri,madri,9.5039740836903,6,embedding_mental____SSS
embedding_mental,i_padri dichiarano che le_studentesse davanti ai_figli indicano la_donna,masculine,plural,feminine,plural,masculine,plural,3735,NaN,dichiara,indica,NaN,NaN,acceptable,3735,PPP,0,NaN,NaN,2,padri,dichiarano,studentesse,figli,indicano,donna,7.48827005324419,7.33333333333333,embedding_mental____PPP
objrel_nounpp,l'_amico che il_quaderno accanto alla_bambina saluta ignora le_ragazze,masculine,singular,masculine,singular,feminine,singular,3885,quaderno,salutano,ignorano,N2,il padre,inanimate,5615,SSS,-3,NaN,NaN,4,amico,quaderno,bambina,saluta,ignora,ragazze,8.26113135107806,6.5,objrel_nounpp_______SSS
embedding_mental,il_contadino ricorda che i_bambini accanto alle_madri conosce gli_attori,masculine,singular,masculine,plural,feminine,plural,3543,conosce,ricordano,conosce,V2,conoscono,num_violation,988,SPP,7,NaN,NaN,1,contadino,ricorda,bambini,madri,conosce,attori,8.22137194779715,6.83333333333333,embedding_mental____SPP
objrel_that,le_sorelle che lo_studente ragazzo conoscono il_bambino,feminine,plural,masculine,singular,NaN,NaN,974,ragazzo,bloccano,conosce,V1,blocca,verb_noun,6284,PS,-4,NaN,NaN,2,sorelle,studente,ragazzo,conoscono,bambino,,8.81362248052329,7.6,objrel_that_________PS
objrel_nounpp,gli_studenti che i_figli accanto alle_ragazze ricordano osservano l'_uomo,masculine,plural,masculine,plural,feminine,plural,3134,NaN,ricorda,osserva,NaN,NaN,acceptable,3134,PPP,0,NaN,NaN,4,studenti,figli,ragazze,ricordano,osservano,uomo,8.42280193028911,7,objrel_nounpp_______PPP
objrel_nounpp,gli_studenti che il_contadino davanti alle_ragazze indica osservano la_madre,masculine,plural,masculine,singular,feminine,plural,2104,NaN,indicano,osserva,NaN,NaN,acceptable,2104,PSP,0,NaN,NaN,1,studenti,contadino,ragazze,indica,osservano,madre,7.99495081421653,7.33333333333333,objrel_nounpp_______PSP
embedding_mental_SR,le_contadine dichiarano che la_madre indica l'_amico,feminine,plural,feminine,singular,NaN,NaN,2664,NaN,dichiara,indicano,NaN,NaN,acceptable,2664,PS,0,NaN,NaN,1,contadine,dichiarano,madre,indica,amico,,7.59071698998679,7,embedding_mental_SR_PS
objrel_nounpp,l'_orologio che gli_attori vicino alle_donne amano conosce le_ragazze,masculine,singular,masculine,plural,feminine,plural,3587,orologio,ama,conoscono,N1,lo studente,inanimate,3748,SPP,-1,NaN,NaN,5,orologio,attori,donne,amano,conosce,ragazze,8.66510564878831,6.33333333333333,objrel_nounpp_______SPP
objrel_nounpp,i_bambini che il_figlio vicino all'_uomo ricorda osserva gli_amici,masculine,plural,masculine,singular,masculine,singular,2983,osserva,ricordano,osserva,V2,osservano,num_violation,6657,PSS,8,NaN,NaN,3,bambini,figlio,uomo,ricorda,osserva,amici,9.71890964136542,6,objrel_nounpp_______PSS
objrel_nounpp,l'_amico che la_madre davanti agli_studenti ama interrompe gli_uomini,masculine,singular,feminine,singular,masculine,plural,387,NaN,amano,interrompono,NaN,NaN,acceptable,387,SSP,0,NaN,NaN,4,amico,madre,studenti,ama,interrompe,uomini,9.12622082219855,6.16666666666667,objrel_nounpp_______SSP
objrel_that,gli_uomini che i_figli fermano ragazza il_contadino,masculine,plural,masculine,plural,NaN,NaN,2592,ragazza,ferma,interrompe,V2,interrompono,verb_noun,5827,PP,-5,NaN,NaN,2,uomini,figli,fermano,ragazza,contadino,,8.69655672983202,6.8,objrel_that_________PP
objrel_that,il_padre che l'_uomo indicano ricorda la_figlia,masculine,singular,masculine,singular,NaN,NaN,3855,indicano,indicano,ricordano,V1,indica,num_violation,6023,SS,4,NaN,NaN,5,padre,uomo,indicano,ricorda,figlia,,9.76155132425174,6,objrel_that_________SS
objrel_nounpp,i_fratelli che il_contadino dietro all'_amico incontrano osservano la_donna,masculine,plural,masculine,singular,masculine,singular,3000,incontrano,incontrano,osserva,V1,incontra,num_violation,5550,PSS,7,NaN,NaN,4,fratelli,contadino,amico,incontrano,osservano,donna,8.04854109079096,7.66666666666667,objrel_nounpp_______PSS
embedding_mental,il_bambino dichiara che le_contadine dietro all'_attrice conoscono il_figlio,masculine,singular,feminine,plural,feminine,singular,1024,NaN,dichiarano,conosce,NaN,NaN,acceptable,1024,SPS,0,NaN,NaN,1,bambino,dichiara,contadine,attrice,conoscono,figlio,7.68976830340134,7.66666666666667,embedding_mental____SPS
objrel_that,il_contadino che le_figlie attraggono evita le_amiche,masculine,singular,feminine,plural,NaN,NaN,1079,NaN,attrae,evitano,NaN,NaN,acceptable,1079,SP,0,NaN,NaN,4,contadino,figlie,attraggono,evita,amiche,,6.58388984848929,7.2,objrel_that_________SP
objrel_that,la_studentessa che il_contadino accoglie ignora la_ragazza,feminine,singular,masculine,singular,NaN,NaN,887,NaN,accolgono,ignorano,NaN,NaN,acceptable,887,SS,0,NaN,NaN,4,studentessa,contadino,accoglie,ignora,ragazza,,6.94049342836543,8.2,objrel_that_________SS
objrel_nounpp,le_donne che le_attrici vicino agli_studenti osservare interrompono la_ragazza,feminine,plural,feminine,plural,masculine,plural,152,osservare,osserva,interrompe,V1,osservano,infinitive,7072,PPP,-7,NaN,NaN,4,donne,attrici,studenti,osservare,interrompono,ragazza,7.53904268309025,8,objrel_nounpp_______PPP
embedding_mental,il_contadino dichiara che l'_attore dietro ai_figli interrompe la_bambina,masculine,singular,masculine,singular,masculine,plural,545,NaN,dichiarano,interrompono,NaN,NaN,acceptable,545,SSP,0,NaN,NaN,4,contadino,dichiara,attore,figli,interrompe,bambina,7.5457074418068,7.5,embedding_mental____SSP
objrel_nounpp,la_donna che l'_attore accanto agli_studenti conosce ferma il_padre,feminine,singular,masculine,singular,masculine,plural,662,NaN,conoscono,fermano,NaN,NaN,acceptable,662,SSP,0,NaN,NaN,1,donna,attore,studenti,conosce,ferma,padre,9.32298531937278,6,objrel_nounpp_______SSP
embedding_mental_SR,la_madre ricorda che i_fratelli evitare le_amiche,feminine,singular,masculine,plural,NaN,NaN,1681,evitare,ricordano,evita,V2,evitano,infinitive,1903,SP,-5,NaN,NaN,4,madre,ricorda,fratelli,evitare,amiche,,9.06396982415088,6.6,embedding_mental_SR_SP
embedding_mental,la_figlia dichiara che la_donna vicino agli_studenti conoscono l'_attore,feminine,singular,feminine,singular,masculine,plural,1423,conoscono,dichiarano,conoscono,V2,conosce,num_violation,1098,SSP,7,NaN,NaN,2,figlia,dichiara,donna,studenti,conoscono,attore,8.46174060121034,7,embedding_mental____SSP
objrel_nounpp,gli_attori che la_sorella accanto alla_studentessa osserva attraggono le_amiche,masculine,plural,feminine,singular,feminine,singular,2093,NaN,osservano,attrae,NaN,NaN,acceptable,2093,PSS,0,NaN,NaN,4,attori,sorella,studentessa,osserva,attraggono,amiche,7.18561930681756,7.83333333333333,objrel_nounpp_______PSS
objrel_nounpp,la_donna che le_ragazze accanto all'_attrice osservano guarda le_madri,feminine,singular,feminine,plural,feminine,singular,1691,NaN,osserva,guardano,NaN,NaN,acceptable,1691,SPS,0,NaN,NaN,5,donna,ragazze,attrice,osservano,guarda,madri,8.49908730354547,6.5,objrel_nounpp_______SPS
embedding_mental,le_sorelle ricordano che i_padri davanti alle_attrici accogliamo le_donne,feminine,plural,masculine,plural,feminine,plural,560,accogliamo,ricorda,accoglie,V2,accolgono,wrong_person,93,PPP,-7,NaN,NaN,3,sorelle,ricordano,padri,attrici,accogliamo,donne,6.86978034184759,7.16666666666667,embedding_mental____PPP
embedding_mental_SR,il_figlio dichiara che l'_attore interrompere il_padre,masculine,singular,masculine,singular,NaN,NaN,3834,interrompere,dichiarano,interrompono,V2,interrompe,infinitive,3289,SS,-5,NaN,NaN,2,figlio,dichiara,attore,interrompere,padre,,8.71059856603836,7.4,embedding_mental_SR_SS
embedding_mental_SR,i_ragazzi dicono che i_fratelli indicano il_contadino,masculine,plural,masculine,plural,NaN,NaN,3475,NaN,dice,indica,NaN,NaN,acceptable,3475,PP,0,NaN,NaN,4,ragazzi,dicono,fratelli,indicano,contadino,,8.54541996190919,7.6,embedding_mental_SR_PP
objrel_nounpp,i_contadini che il_padre accanto all'_attrice conosce accoglie lo_studente,masculine,plural,masculine,singular,feminine,singular,2874,accoglie,conoscono,accoglie,V2,accolgono,num_violation,10,PSS,8,NaN,NaN,5,contadini,padre,attrice,conosce,accoglie,studente,7.83665792802728,7.33333333333333,objrel_nounpp_______PSS
objrel_nounpp,i_fratelli che gli_amici davanti all'_attore indicano amano il_padre,masculine,plural,masculine,plural,masculine,singular,3364,NaN,indica,ama,NaN,NaN,acceptable,3364,PPS,0,NaN,NaN,4,fratelli,amici,attore,indicano,amano,padre,8.73929019289025,6.16666666666667,objrel_nounpp_______PPS
embedding_mental,la_sorella dichiara che le_amiche dietro alle_ragazze contadino l'_attrice,feminine,singular,feminine,plural,feminine,plural,1058,contadino,dichiarano,ama,V2,amano,verb_noun,1509,SPP,-7,NaN,NaN,3,sorella,dichiara,amiche,ragazze,contadino,attrice,8.07423795680033,7.33333333333333,embedding_mental____SPP
objrel_nounpp,le_attrici che il_contadino dietro alla_bambina padri amano le_amiche,feminine,plural,masculine,singular,feminine,singular,830,padri,guardano,ama,V1,guarda,verb_noun,5568,PSS,-7,NaN,NaN,5,attrici,contadino,bambina,padri,amano,amiche,7.39520276761822,6.5,objrel_nounpp_______PSS
objrel_nounpp,le_contadine che l'_attore accanto alla_studentessa fratello conoscono il_bambino,feminine,plural,masculine,singular,feminine,singular,851,fratello,accolgono,conosce,V1,accoglie,verb_noun,4718,PSS,-7,NaN,NaN,3,contadine,attore,studentessa,fratello,conoscono,bambino,7.74125493947159,8.33333333333333,objrel_nounpp_______PSS
objrel_nounpp,le_ragazze che gli_studenti dietro all'_attrice conosce incontrano le_bambine,feminine,plural,masculine,plural,feminine,singular,611,conosce,conosce,incontra,V1,conoscono,num_violation,2032,PPS,7,NaN,NaN,5,ragazze,studenti,attrice,conosce,incontrano,bambine,8.03656072041481,7.66666666666667,objrel_nounpp_______PPS
objrel_nounpp,il_padre che la_bambina vicino all'_uomo critica attori il_contadino,masculine,singular,feminine,singular,masculine,singular,3494,attori,criticano,fermano,V2,ferma,verb_noun,1097,SSS,-8,NaN,NaN,1,padre,bambina,uomo,critica,attori,contadino,8.76064493954545,6.33333333333333,objrel_nounpp_______SSS
embedding_mental,le_contadine dichiarano che le_figlie accanto ai_fratelli osservate i_bambini,feminine,plural,feminine,plural,masculine,plural,145,osservate,dichiara,osserva,V2,osservano,wrong_person,3599,PPP,-7,NaN,NaN,5,contadine,dichiarano,figlie,fratelli,osservate,bambini,6.7018551797965,8.16666666666667,embedding_mental____PPP
embedding_mental_SR,le_donne dichiarano che l'_attore incontra i_contadini,feminine,plural,masculine,singular,NaN,NaN,2705,NaN,dichiara,incontrano,NaN,NaN,acceptable,2705,PS,0,NaN,NaN,3,donne,dichiarano,attore,incontra,contadini,,7.20479803791278,7.6,embedding_mental_SR_PS
objrel_that,l'_amico che le_contadine accolgono sorelle i_figli,masculine,singular,feminine,plural,NaN,NaN,3142,sorelle,accoglie,guardano,V2,guarda,verb_noun,6727,SP,-5,NaN,NaN,5,amico,contadine,accolgono,sorelle,figli,,7.21741544069803,7,objrel_that_________SP
embedding_mental_SR,l'_amica ricorda che le_contadine conosce i_ragazzi,feminine,singular,feminine,plural,NaN,NaN,1024,conosce,ricordano,conosce,V2,conoscono,num_violation,1073,SP,5,NaN,NaN,5,amica,ricorda,contadine,conosce,ragazzi,,8.43946087132175,7,embedding_mental_SR_SP
objrel_nounpp,i_ragazzi che il_padre vicino ai_figli difende attrarre la_contadina,masculine,plural,masculine,singular,masculine,plural,2959,attrarre,difendono,attrae,V2,attraggono,infinitive,1093,PSP,-8,NaN,NaN,1,ragazzi,padre,figli,difende,attrarre,contadina,7.89924618417218,6.83333333333333,objrel_nounpp_______PSP
objrel_that,i_bambini che i_ragazzi conoscono attrae la_donna,masculine,plural,masculine,plural,NaN,NaN,2617,attrae,conosce,attrae,V2,attraggono,num_violation,1106,PP,5,NaN,NaN,1,bambini,ragazzi,conoscono,attrae,donna,,8.90693367493643,6.8,objrel_that_________PP
objrel_nounpp,il_fratello che la_figlia accanto all'_amica salutano guarda il_padre,masculine,singular,feminine,singular,feminine,singular,3367,salutano,salutano,guardano,V1,saluta,num_violation,7690,SSS,7,NaN,NaN,2,fratello,figlia,amica,salutano,guarda,padre,9.44880256698949,6.33333333333333,objrel_nounpp_______SSS
embedding_mental,le_amiche dichiarano che le_televisioni dietro all'_uomo evita il_figlio,feminine,plural,masculine,singular,masculine,singular,947,televisioni,dichiara,evitano,N2,ilbambino,inanimate,8054,PSS,-4,NaN,NaN,4,amiche,dichiarano,televisioni,uomo,evita,figlio,7.61909251394782,7,embedding_mental____PSS
objrel_nounpp,la_bambina che le_ragazze accanto ai_fratelli osservano interrompono lo_studente,feminine,singular,feminine,plural,masculine,plural,1153,interrompono,osserva,interrompono,V2,interrompe,num_violation,6584,SPP,8,NaN,NaN,3,bambina,ragazze,fratelli,osservano,interrompono,studente,7.44429961888523,8.5,objrel_nounpp_______SPP
embedding_mental,la_contadina ricorda che le_sorelle dietro al_bambino accogliere l'_amica,feminine,singular,feminine,plural,masculine,singular,1219,accogliere,ricordano,accoglie,V2,accolgono,infinitive,106,SPS,-7,NaN,NaN,5,contadina,ricorda,sorelle,bambino,accogliere,amica,7.87043916163628,7.5,embedding_mental____SPS
objrel_nounpp,i_contadini che l'_amico davanti al_bambino criticano attraggono le_figlie,masculine,plural,masculine,singular,masculine,singular,2990,criticano,criticano,attrae,V1,critica,num_violation,2640,PSS,7,NaN,NaN,2,contadini,amico,bambino,criticano,attraggono,figlie,7.3405071930786,7.66666666666667,objrel_nounpp_______PSS
objrel_that,gli_studenti che il_ragazzo blocca amano i_figli,masculine,plural,masculine,singular,NaN,NaN,2100,NaN,bloccano,ama,NaN,NaN,acceptable,2100,PS,0,NaN,NaN,4,studenti,ragazzo,blocca,amano,figli,,8.53949064749425,6.2,objrel_that_________PS
objrel_nounpp,le_attrici che il_figlio davanti alle_ragazze evita attraggono gli_studenti,feminine,plural,masculine,singular,feminine,plural,2573,NaN,evitano,attrae,NaN,NaN,acceptable,2573,PSP,0,NaN,NaN,3,attrici,figlio,ragazze,evita,attraggono,studenti,7.5113350747362,7.16666666666667,objrel_nounpp_______PSP
objrel_nounpp,i_figli che gli_amici vicino al_bambino ignorano amano le_donne,masculine,plural,masculine,plural,masculine,singular,3321,NaN,ignora,ama,NaN,NaN,acceptable,3321,PPS,0,NaN,NaN,5,figli,amici,bambino,ignorano,amano,donne,8.74868129397449,5.83333333333333,objrel_nounpp_______PPS
objrel_nounpp,le_contadine che i_figli dietro al_bambino accolgono attraggono la_ragazza,feminine,plural,masculine,plural,masculine,singular,3686,NaN,accoglie,attrae,NaN,NaN,acceptable,3686,PPS,0,NaN,NaN,3,contadine,figli,bambino,accolgono,attraggono,ragazza,7.07665718001626,7.83333333333333,objrel_nounpp_______PPS
embedding_mental,i_figli dichiarano che i_compassi vicino al_ragazzo guardano le_attrici,masculine,plural,masculine,plural,masculine,singular,2744,compassi,dichiara,guarda,N2,ipadri,inanimate,344,PPS,-4,NaN,NaN,2,figli,dichiarano,compassi,ragazzo,guardano,attrici,6.64340514237212,7.5,embedding_mental____PPS
objrel_that,il_ragazzo che la_figlia accoglie ricordano l'_attrice,masculine,singular,feminine,singular,NaN,NaN,3379,ricordano,accolgono,ricordano,V2,ricorda,num_violation,7303,SS,5,NaN,NaN,2,ragazzo,figlia,accoglie,ricordano,attrice,,7.86303542002363,7.4,objrel_that_________SS
embedding_mental_SR,l'_uomo dice che le_ragazze indicano le_amiche,masculine,singular,feminine,plural,NaN,NaN,1526,NaN,dicono,indica,NaN,NaN,acceptable,1526,SP,0,NaN,NaN,3,uomo,dice,ragazze,indicano,amiche,,9.4215641225541,5.8,embedding_mental_SR_SP
objrel_that,gli_studenti che il_bambino osserva sogna gli_uomini,masculine,plural,masculine,singular,NaN,NaN,2796,sogna,osservano,saluta,V2,salutano,num_violation,7816,PS,5,NaN,NaN,2,studenti,bambino,osserva,sogna,uomini,,8.3100517469241,6.6,objrel_that_________PS
objrel_that,le_figlie che le_studentesse salutano indicano l'_amica,feminine,plural,feminine,plural,NaN,NaN,3789,NaN,saluta,indica,NaN,NaN,acceptable,3789,PP,0,NaN,NaN,3,figlie,studentesse,salutano,indicano,amica,,6.80512818869312,7.6,objrel_that_________PP
objrel_nounpp,le_studentesse che il_fratello vicino al_contadino saluta interrompono i_figli,feminine,plural,masculine,singular,masculine,singular,2984,NaN,salutano,interrompe,NaN,NaN,acceptable,2984,PSS,0,NaN,NaN,3,studentesse,fratello,contadino,saluta,interrompono,figli,7.26710384022207,8.5,objrel_nounpp_______PSS
embedding_mental_SR,la_ragazza dichiara che il_contadino attrici gli_studenti,feminine,singular,masculine,singular,NaN,NaN,1934,attrici,dichiarano,accolgono,V2,accoglie,verb_noun,740,SS,-5,NaN,NaN,4,ragazza,dichiara,contadino,attrici,studenti,,7.51145995953177,7.8,embedding_mental_SR_SS
embedding_mental_SR,le_studentesse ricordano che l'_amico ignorano il_figlio,feminine,plural,masculine,singular,NaN,NaN,997,ignorano,ricorda,ignorano,V2,ignora,num_violation,2755,PS,5,NaN,NaN,3,studentesse,ricordano,amico,ignorano,figlio,,7.72248801927303,7.8,embedding_mental_SR_PS
objrel_nounpp,i_contadini che la_figlia vicino alle_amiche indica difendono le_attrici,masculine,plural,feminine,singular,feminine,plural,2311,NaN,indicano,difende,NaN,NaN,acceptable,2311,PSP,0,NaN,NaN,5,contadini,figlia,amiche,indica,difendono,attrici,7.08523994871028,7.16666666666667,objrel_nounpp_______PSP
embedding_mental,la_figlia dice che le_madri vicino al_fratello osservano gli_studenti,feminine,singular,feminine,plural,masculine,singular,1370,NaN,dicono,osserva,NaN,NaN,acceptable,1370,SPS,0,NaN,NaN,2,figlia,dice,madri,fratello,osservano,studenti,8.60357902515558,6.66666666666667,embedding_mental____SPS
objrel_nounpp,le_studentesse che la_figlia davanti all'_amica attrarre guardano le_ragazze,feminine,plural,feminine,singular,feminine,singular,374,attrarre,attraggono,guarda,V1,attrae,infinitive,1035,PSS,-7,NaN,NaN,1,studentesse,figlia,amica,attrarre,guardano,ragazze,7.86479711024009,7.5,objrel_nounpp_______PSS
embedding_mental_SR,la_ragazza ricorda che le_studentesse contadine i_padri,feminine,singular,feminine,plural,NaN,NaN,1191,contadine,ricordano,interrompe,V2,interrompono,verb_noun,1378,SP,-5,NaN,NaN,1,ragazza,ricorda,studentesse,contadine,padri,,7.20540448574573,7.8,embedding_mental_SR_SP
embedding_mental,le_ragazze dichiarano che la_contadina davanti alla_figlia salutare l'_attore,feminine,plural,feminine,singular,feminine,singular,361,salutare,dichiara,salutano,V2,saluta,infinitive,3944,PSS,-7,NaN,NaN,2,ragazze,dichiarano,contadina,figlia,salutare,attore,7.51248223325245,7.66666666666667,embedding_mental____PSS
embedding_mental,la_contadina dice che le_figlie accanto al_fratello osserva gli_studenti,feminine,singular,feminine,plural,masculine,singular,1213,osserva,dicono,osserva,V2,osservano,num_violation,3562,SPS,7,NaN,NaN,5,contadina,dice,figlie,fratello,osserva,studenti,8.04726043261364,7,embedding_mental____SPS
objrel_nounpp,i_bambini che i_compassi accanto alla_donna ricordano indicano la_studentessa,masculine,plural,feminine,plural,feminine,singular,2102,compassi,ricorda,indica,N2,le figlie,inanimate,223,PPS,-3,NaN,NaN,5,bambini,compassi,donna,ricordano,indicano,studentessa,7.13553383185868,8,objrel_nounpp_______PPS
objrel_nounpp,l'_amico che le_figlie dietro agli_uomini indicano osserva le_studentesse,masculine,singular,feminine,plural,masculine,plural,1398,NaN,indica,osservano,NaN,NaN,acceptable,1398,SPP,0,NaN,NaN,4,amico,figlie,uomini,indicano,osserva,studentesse,8.03766569839777,7.16666666666667,objrel_nounpp_______SPP
objrel_that,le_madri che le_ragazze salutano difendiamo i_padri,feminine,plural,feminine,plural,NaN,NaN,173,difendiamo,saluta,incontra,V2,incontrano,wrong_person,4103,PP,-5,NaN,NaN,3,madri,ragazze,salutano,difendiamo,padri,,6.62222544147721,7,objrel_that_________PP
embedding_mental,le_ragazze ricordano che le_bambine dietro alla_figlia ama i_fratelli,feminine,plural,feminine,plural,feminine,singular,105,ama,ricorda,ama,V2,amano,num_violation,317,PPS,7,NaN,NaN,3,ragazze,ricordano,bambine,figlia,ama,fratelli,8.55570438130143,6.66666666666667,embedding_mental____PPS
objrel_nounpp,la_televisione che le_studentesse dietro all'_attrice ignorano critica la_ragazza,feminine,singular,feminine,plural,feminine,singular,1073,televisione,ignora,criticano,N1,l'amica,inanimate,7271,SPS,-1,NaN,NaN,4,televisione,studentesse,attrice,ignorano,critica,ragazza,7.1364795333486,8.5,objrel_nounpp_______SPS
objrel_nounpp,il_contadino che i_ragazzi davanti ai_fratelli conoscono indica le_donne,masculine,singular,masculine,plural,masculine,plural,1082,NaN,conosce,indicano,NaN,NaN,acceptable,1082,SPP,0,NaN,NaN,4,contadino,ragazzi,fratelli,conoscono,indica,donne,8.50213899944939,7.33333333333333,objrel_nounpp_______SPP
objrel_that,l'_uomo che i_bambini evitano conosce i_fratelli,masculine,singular,masculine,plural,NaN,NaN,1477,NaN,evita,conoscono,NaN,NaN,acceptable,1477,SP,0,NaN,NaN,3,uomo,bambini,evitano,conosce,fratelli,,8.76345472356626,6.6,objrel_that_________SP
objrel_nounpp,le_madri che le_ragazze dietro all'_attrice evitate attraggono i_bambini,feminine,plural,feminine,plural,feminine,singular,109,evitate,evita,attrae,V1,evitano,wrong_person,3353,PPS,-7,NaN,NaN,1,madri,ragazze,attrice,evitate,attraggono,bambini,7.31022772747037,7.16666666666667,objrel_nounpp_______PPS
objrel_nounpp,i_fratelli che il_figlio davanti all'_attore accoglie interrompe le_donne,masculine,plural,masculine,singular,masculine,singular,3004,interrompe,accolgono,interrompe,V2,interrompono,num_violation,6146,PSS,8,NaN,NaN,4,fratelli,figlio,attore,accoglie,interrompe,donne,7.81584361675004,7.16666666666667,objrel_nounpp_______PSS
objrel_nounpp,la_madre che la_studentessa dietro alle_sorelle incontrano attrae le_bambine,feminine,singular,feminine,singular,feminine,plural,1305,incontrano,incontrano,attraggono,V1,incontra,num_violation,5444,SSP,7,NaN,NaN,3,madre,studentessa,sorelle,incontrano,attrae,bambine,7.41344373275583,7.66666666666667,objrel_nounpp_______SSP
objrel_nounpp,i_bambini che il_figlio accanto alla_sorella blocca osservano i_contadini,masculine,plural,masculine,singular,feminine,singular,2210,NaN,bloccano,osserva,NaN,NaN,acceptable,2210,PSS,0,NaN,NaN,2,bambini,figlio,sorella,blocca,osservano,contadini,8.17954453336281,7.33333333333333,objrel_nounpp_______PSS
objrel_that,la_figlia che l'_amico interrompe ricordano la_bambina,feminine,singular,masculine,singular,NaN,NaN,1877,ricordano,interrompono,ricordano,V2,ricorda,num_violation,7354,SS,5,NaN,NaN,3,figlia,amico,interrompe,ricordano,bambina,,8.48677779726076,7.4,objrel_that_________SS
objrel_that,i_fratelli che la_ragazza indica difendete lo_studente,masculine,plural,feminine,singular,NaN,NaN,2450,difendete,indicano,incontra,V2,incontrano,wrong_person,3767,PS,-5,NaN,NaN,4,fratelli,ragazza,indica,difendete,studente,,7.69300368631089,7.6,objrel_that_________PS
objrel_nounpp,le_madri che la_figlia dietro ai_contadini guarda evitano i_padri,feminine,plural,feminine,singular,masculine,plural,2862,NaN,guardano,evita,NaN,NaN,acceptable,2862,PSP,0,NaN,NaN,2,madri,figlia,contadini,guarda,evitano,padri,7.75816954070194,6.33333333333333,objrel_nounpp_______PSP
objrel_nounpp,le_attrici che la_sorella vicino al_ragazzo attrae fermano gli_amici,feminine,plural,feminine,singular,masculine,singular,2608,NaN,attraggono,ferma,NaN,NaN,acceptable,2608,PSS,0,NaN,NaN,1,attrici,sorella,ragazzo,attrae,fermano,amici,7.9447153408213,6.5,objrel_nounpp_______PSS
objrel_that,lo_studente che le_figlie indicano difende le_ragazze,masculine,singular,feminine,plural,NaN,NaN,1984,NaN,indica,difendono,NaN,NaN,acceptable,1984,SP,0,NaN,NaN,1,studente,figlie,indicano,difende,ragazze,,7.52347437648763,7.2,objrel_that_________SP
objrel_nounpp,le_studentesse che la_figlia accanto alle_donne critica fermare i_ragazzi,feminine,plural,feminine,singular,feminine,plural,315,fermare,criticano,ferma,V2,fermano,infinitive,3789,PSP,-8,NaN,NaN,5,studentesse,figlia,donne,critica,fermare,ragazzi,8.6096250770974,7.16666666666667,objrel_nounpp_______PSP
objrel_nounpp,gli_uomini che il_bambino vicino agli_attori evita osservare il_contadino,masculine,plural,masculine,singular,masculine,plural,2913,osservare,evitano,osserva,V2,osservano,infinitive,6657,PSP,-8,NaN,NaN,4,uomini,bambino,attori,evita,osservare,contadino,7.94896636068144,7,objrel_nounpp_______PSP
objrel_nounpp,la_ragazza che il_bambino davanti ai_contadini attraggono ferma il_fratello,feminine,singular,masculine,singular,masculine,plural,1937,attraggono,attraggono,fermano,V1,attrae,num_violation,1191,SSP,7,NaN,NaN,2,ragazza,bambino,contadini,attraggono,ferma,fratello,8.59544094007469,7.66666666666667,objrel_nounpp_______SSP
objrel_that,i_contadini che gli_amici osservano ricordo le_ragazze,masculine,plural,masculine,plural,NaN,NaN,2626,ricordo,osserva,accoglie,V2,accolgono,wrong_person,7564,PP,-5,NaN,NaN,2,contadini,amici,osservano,ricordo,ragazze,,8.38096413841872,7.4,objrel_that_________PP
objrel_nounpp,il_figlio che lo_studente davanti alla_sorella ignora blocca la_madre,masculine,singular,masculine,singular,feminine,singular,155,NaN,ignorano,bloccano,NaN,NaN,acceptable,155,SSS,0,NaN,NaN,3,figlio,studente,sorella,ignora,blocca,madre,8.61508678201724,6.33333333333333,objrel_nounpp_______SSS
embedding_mental_SR,le_ragazze dichiarano che le_attrici accoglie le_bambine,feminine,plural,feminine,plural,NaN,NaN,185,accoglie,dichiara,accoglie,V2,accolgono,num_violation,74,PP,5,NaN,NaN,5,ragazze,dichiarano,attrici,accoglie,bambine,,6.49144556022007,7.8,embedding_mental_SR_PP
objrel_nounpp,la_donna che i_figli vicino alla_sorella salutano attrae i_ragazzi,feminine,singular,masculine,plural,feminine,singular,1664,NaN,saluta,attraggono,NaN,NaN,acceptable,1664,SPS,0,NaN,NaN,3,donna,figli,sorella,salutano,attrae,ragazzi,8.51613851942543,6.33333333333333,objrel_nounpp_______SPS
objrel_nounpp,lo_studente che la_figlia vicino agli_attori critica incontro la_madre,masculine,singular,feminine,singular,masculine,plural,3464,incontro,criticano,incontrano,V2,incontra,wrong_person,5523,SSP,-8,NaN,NaN,4,studente,figlia,attori,critica,incontro,madre,8.64204867311825,6.66666666666667,objrel_nounpp_______SSP
objrel_nounpp,il_piacere che i_padri davanti agli_amici accolgono difende l'_attrice,masculine,singular,masculine,plural,masculine,plural,3717,piacere,accoglie,difendono,N1,lostudente,abstract,7393,SPP,-1,NaN,NaN,1,piacere,padri,amici,accolgono,difende,attrice,7.43396171389716,6.66666666666667,objrel_nounpp_______SPP
